volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
322070,Three Sisters,Complex,440,United States,Canada and Western USA,USA (Oregon),44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , ,0,0,5672,279885
268061,Tidore,Stratovolcano,Unknown,Indonesia,Indonesia,Halmahera,0.658,127.4,1730,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,37379,74120,320483,530066
343082,"Tigre, El",Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.47,-88.43,1640,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,24354,112718,786750,5456104
343130,"Tigre, Isla el",Stratovolcano,Unknown,Honduras,México and Central America,El Salvador and Honduras,13.272,-87.641,783,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,5000,9983,156692,2725661
355105,Tilocalar,Lava cone(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3109,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,5,9,487,6154
256010,Tinakula,Stratovolcano,2020,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,-10.386,165.804,796,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt,Dacite, , , ,0,19,19,20155
372040,Tindfjallajokull,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.783,-19.716,1464,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Andesite / Basaltic Andesite, , , , , , ,0,0,833,19159
357030,Tinguiririca,Stratovolcano,1917,Chile,South America,Central Chile and Argentina,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,10,47,1883,881383
300560,Titila,Shield(s),-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.406,160.108,1523,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,72,2877
373100,Tjornes Fracture Zone,Submarine,1868,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),66.309,-17.118,-75,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,807,22407
315060,Tlevak Strait-Suemez Is.,Volcanic field,Unknown,United States,Alaska,Alaska (eastern),55.25,-133.3,50,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,1596,6552
261090,Toba,Caldera,Unknown,Indonesia,Indonesia,Sumatra,2.58,98.83,2157,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , ,125908,125908,168995,3437177
268050,Todoko-Ranu,Caldera(s),Unknown,Indonesia,Indonesia,Halmahera,1.25,127.47,979,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,366,10748,56900,631999
225001,Todra Volcanic Field,Pyroclastic cone(s),Unknown,Niger,Africa and Red Sea,Africa (northern),17.68,8.5,1780,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyte / Trachydacite,Phonolite, , , , , , , ,362,362,927,146935
243060,Tofua,Caldera,2014,Tonga,New Zealand to Fiji,Tonga Islands,-19.75,-175.07,515,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1556,1556,1556,8789
225009,"Toh, Tarso",Volcanic field,Unknown,Chad,Africa and Red Sea,Africa (northern),21.33,16.33,2000,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,4088
285050,Tokachidake,Stratovolcano(es),2004,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.418,142.686,2077,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,12,227,60382,1373264
300240,Tolbachik,Shield,2013,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326,3611,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,225,10487
357093,Tolhuaca,Stratovolcano,-4000,Chile,South America,Central Chile and Argentina,-38.31,-71.645,2739,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,82,494,13873,567185
351030,"Tolima, Nevado del",Stratovolcano,1943,Colombia,South America,Colombia,4.658,-75.33,5215,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1660,6563,441916,4258333
342070,Toliman,Stratovolcano(es),Unknown,Guatemala,México and Central America,Guatemala,14.612,-91.189,3158,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,5641,67361,703786,8130714
341070,"Toluca, Nevado de",Stratovolcano,-1350,Mexico,México and Central America,Mexico,19.108,-99.758,4680,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , ,126,1240,1626432,25247342
290010,Tomariyama [Golovnin],Caldera,1848,Japan - administered by Russia,Kuril Islands,Kuril Islands,43.844,145.504,535,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,1796,1796,2445,159344
224011,Tombel Graben,Pyroclastic cone(s),Unknown,Cameroon,Africa and Red Sea,Africa (western),4.758,9.717,500,Intraplate / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,234623,234623,434892,4087423
266070,Tondano Caldera,Caldera,Unknown,Indonesia,Indonesia,Sulawesi,1.23,124.83,1202,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , ,321308,321308,903706,1558655
390026,Toney Mountain,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-75.8,-115.83,3595,Intraplate / Continental crust (>25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite, , , , ,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Rhyolite, , ,0,0,0,0
241080,Tongariro,Stratovolcano(es),2012,New Zealand,New Zealand to Fiji,New Zealand,-39.157,175.632,1978,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,27,286,7591,81567
372050,Torfajokull,Stratovolcano,1477,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.892,-19.122,1280,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, ,Trachyandesite / Basaltic Trachyandesite, , , , ,0,0,7,16304
284011,Toshima,Stratovolcano,-4550,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.52,139.279,508,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,330,331,13194,5285115
225010,"Tousside, Tarso",Stratovolcano,Unknown,Chad,Africa and Red Sea,Africa (northern),21.03,16.45,3265,Intraplate / Continental crust (>25 km),Evidence Credible,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, ,Basalt / Picro-Basalt, , , , ,0,0,394,5038
283271,Towada,Caldera,915,Japan,"Japan, Taiwan, Marianas",Honshu,40.51,140.88,1011,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,12366,12366,103631,2237010
285030,Toya,Stratovolcano,2001,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.544,140.839,733,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,5723,36191,214565,3206914
257090,Traitor's Head,Stratovolcano,1881,Vanuatu,Melanesia and Australia,Vanuatu,-18.754,169.238,817,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,207,380,7007,30651
357101,Tralihue,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-38.509,-70.898,2448,Intraplate / Continental crust (>25 km),Evidence Credible,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , , ,43,385,4621,97456
312160,Trident,Stratovolcano,1974,United States,Alaska,Alaska Peninsula,58.236,-155.1,1864,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,117
386010,Tristan da Cunha,Shield,1962,United Kingdom,Atlantic Ocean,Atlantic Ocean (southern),-37.092,-12.28,2060,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Phonolite, , , , ,12,12,12,32
360100,"Trois Pitons, Morne",Complex,920,Dominica,West Indies,West Indies,15.37,-61.33,1387,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,2493,29522,62348,687847
357081,Trolon,Lava dome(s),Unknown,Argentina,South America,Central Chile and Argentina,-37.738,-70.906,2360,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,17,235,2539,65041
357072,Tromen,Stratovolcano(es),1822,Argentina,South America,Central Chile and Argentina,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,12,196,2928,47403
358011,Tronador,Stratovolcano,Unknown,Chile-Argentina,South America,Southern Chile and Argentina,-41.157,-71.885,3478,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,7,106,1293,380976
221250,Tullu Moje,Pyroclastic cone,1900,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.159,39.137,2343,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , ,11514,51976,546291,5565084
373040,Tungnafellsjokull,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.75,-17.916,1523,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,0,927
302050,Tunkin Depression,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),51.5,102.5,1200,Rift zone / Continental crust (>25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,431,431,6533,63490
357010,Tupungatito,Stratovolcano,1987,Chile-Argentina,South America,Central Chile and Argentina,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,612,923,6161,6169105
345070,Turrialba,Stratovolcano,2019,Costa Rica,México and Central America,Costa Rica,10.025,-83.767,3340,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,1891,6867,672428,3390544
244020,Tutuila,Tuff cone(s),440,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.295,-170.7,653,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , ,16653,49763,56239,67387
354040,Tutupaca,Stratovolcano(es),1802,Peru,South America,Peru,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Trachyte / Trachydacite, , , , , , , ,18,1125,21124,213931
320031,Tuya Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Foidite, , , , , , , , ,0,0,0,665
355150,Tuzgle,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,42,217,4740,22953
300540,Tuzovsky,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.32,159.967,1516,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,128,3636
323160,Ubehebe Craters,Maar(s),-150,United States,Canada and Western USA,USA (California),37.02,-117.45,752,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,18,94,262,15354
300241,Udina,Stratovolcano(es),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.758,160.527,2886,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,2,63,10334
302030,Udokan Plateau,Pyroclastic cone(s),-220,Russia,Kamchatka and Mainland Asia,Russia (southeastern),56.28,117.77,2180,Rift zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyte / Trachydacite,Foidite,Trachyandesite / Basaltic Trachyandesite, , , , , ,12,12,62,4688
312130,Ugashik-Peulik,Stratovolcano,1814,United States,Alaska,Alaska Peninsula,57.751,-156.368,1474,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,0,102
329010,Uinkaret Field,Volcanic field,1100,United States,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Rift zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite, , , , ,Basalt / Picro-Basalt, , , , ,92,92,170,149617
312131,Ukinrek Maars,Maar(s),1977,United States,Alaska,Alaska Peninsula,57.832,-156.51,91,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite, , , , , , , , ,0,0,0,739
300350,Uksichan,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,158.38,1692,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,0,6,67,4416
306030,Ulreung,Stratovolcano,-2990,South Korea,Kamchatka and Mainland Asia,Korea,37.5,130.87,984,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite,Phonolite, , , , , , , , ,7399,9210,9210,9210
251060,Umboi,Complex,Unknown,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.589,147.875,1548,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,249,1127,5585,83275
263230,Ungaran,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.18,110.33,2050,Subduction zone / Continental crust (>25 km),Evidence Credible,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , ,6705,110008,4595534,25639073
282100,Unzendake,Complex,1996,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.761,130.299,1483,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,6979,76424,444737,7313362
244030,Upolu,Shield,Unknown,Samoa,New Zealand to Fiji,Samoan and Wallis Islands,-13.935,-171.72,1100,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,680,13753,144419,198677
290191,Uratman,Stratovolcano,Unknown,Russia,Kuril Islands,Kuril Islands,47.12,152.25,678,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,3,9,20,33
300261,Ushkovsky,Compound,1890,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509,3943,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,292,12461
343081,Usulutan,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.419,-88.471,1449,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,22940,154864,610124,5434637
343160,Utila Island,Pyroclastic cone(s),Unknown,Honduras,México and Central America,El Salvador and Honduras,16.12,-86.882,74,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,2260,2260,2260,650270
231020,"Uwayrid, Harrat",Volcanic field,640,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),27.08,37.25,1920,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,659,659,659,58643
300170,Uzon,Caldera(s),200,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,294,9144
244000,Vailulu'u,Submarine,2003,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,1387
214080,Vaiyots-Sar,Pyroclastic cone(s),-2000,Armenia,Mediterranean and Western Asia,Western Asia,39.797,45.497,2575,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,31477,31477,57079,1465950
