,strDrink,dateModified,idDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIBA,strIngredient1,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strInstructions,strMeasure1,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strVideo
483,Strawberry Margarita,2015-08-18 14:41:51,12322,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,Cocktail glass,,Strawberry schnapps,,,,,,,Tequila,Triple sec,Lemon juice,Strawberries,Salt,,,,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",1/2 oz ,"
","
",,,,,1 oz ,1/2 oz ,1 oz ,1 oz ,"
","
","
","
",
484,Strawberry Shivers,2017-02-20 15:10:04,12722,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,Highball glass,,Strawberries,,,,,,,Honey,Water,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",1 1/2 cup ,,,,,,,4 tsp ,1/2 cup , , , , , ,,
485,Sunny Holiday Punch,2016-07-19 11:39:18,13042,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rywtwy1468924758.jpg,Punch bowl,,Pineapple juice,,,,,,,Club soda,Orange juice,Lemon,Berries,Champagne,,,,Combine all ingredients in a punch bowl.,46 oz chilled , , ,,,,,28 oz ,6 oz frozen ,1 ,2 cups ,1 bottle , , , ,
486,Surf City Lifesaver,2017-02-20 14:58:19,12760,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2rzfer1487602699.jpg,Highball glass,,Ouzo,,,,,,,Bailey's irish cream,Gin,Grand Marnier,,,,,,Lots of ice and soda top up in tall glass with cherry and a grin.,1 part ,,,,,,,1 part ,2 parts ,1/2 part , , , , , ,
487,Swedish Coffee,2015-09-03 03:19:43,15521,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,Coffee Mug,,Coffee,,,,,,,Aquavit,Sugar,,,,,,,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),1 cup,,,,,,,4 cl ,By taste , , , , , ,,
488,Sweet Bananas,2017-02-20 15:09:05,12724,Non alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Highball Glass,,Milk,,,,,,,Banana,Honey,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",2 cups ,,,,,,,1 ,1 tblsp , , , , , ,,
489,Sweet Sangria,2016-07-19 11:30:28,13024,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Pitcher,,Red wine,,,,,,,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",2 bottles ,"
","
","
",,,,1 cup ,2 cups hot ,1 cup ," wedges
"," wedges
","
","
","
",
490,Sweet Tooth,2017-08-24 09:37:01,16990,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Highball Glass,,Godiva liqueur,,,,,,,Milk,,,,,,,,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",2 shots ,,,,,,,"
","
","
","
","
","
",,,
491,Talos Coffee,2015-09-03 03:15:18,14860,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Brandy snifter,,Grand Marnier,,,,,,,Coffee,,,,,,,,Add your GM and then add your coffee.,3 parts ,,,,,,,1 part , , , , , ,,,
492,Tennesee Mud,2015-09-03 03:02:50,15515,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,Coffee Mug,,Coffee,,,,,,,Jack Daniels,Amaretto,Whipped cream,,,,,,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",8 oz ,,,,,,,4 oz ,4 oz ,"
","
","
","
","
","
",
493,Tequila Fizz,2017-09-08 17:53:57,12362,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,Collins glass,,Tequila,,,,,,,Lemon juice,Grenadine,Egg white,Ginger ale,,,,,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",2 oz ,"
",,,,,,1 tblsp ,3/4 oz ,1 ,"
","
","
","
","
",
494,Tequila Sour,2017-09-07 22:43:21,12370,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,Whiskey sour glass,,Tequila,,,,,,,Lemon,Powdered sugar,Lemon,Cherry,,,,,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",2 oz , ,,,,,,Juice of 1/2 ,1 tsp ,1/2 slice ,1 , , , , ,
495,Tequila Sunrise,2016-12-04 19:18:23,13621,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,Highball glass,Contemporary Classics,Tequila,,,,,,,Orange juice,Grenadine,,,,,,,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",2 measures ,,,,,,,,,,,,,,,
496,Tequila Surprise,2017-09-06 23:06:21,14602,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,Shot glass,,Tequila,,,,,,,Tabasco sauce,,,,,,,,Fill shot glass with Tequila. Add drops of Tobasco sauce.,full glass ,,,,,,,About 8 drops , , , , , ,,,
497,Texas Rattlesnake,2017-09-08 17:55:50,15178,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Highball glass,,Yukon Jack,,,,,,,Cherry brandy,Southern Comfort,Sweet and sour,,,,,,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",1 part ,,,,,,,1/2 part ,1 part ,1 splash , , , , , ,
498,Texas Sling,2017-09-08 18:02:39,15639,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,Wine Glass,,Kahlua,,,,,,,Irish cream,Amaretto,151 proof rum,Cream,,,,,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",1/2 oz , ,,,,,,1/2 oz ,1/2 oz ,1/2 oz Bacardi ,1 oz , , , , ,
499,Thai Coffee,2015-09-03 03:23:45,12782,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,Highball glass,,Coffee,,,,,,,Coriander,Cardamom,Sugar,Whipping cream,Ice,,,,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",6 tblsp ground,,,,,,,1/4 tsp ,4-5 whole green ,,,,,,,
500,Thai Iced Coffee,2015-09-03 03:00:50,12784,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,Highball glass,,Coffee,,,,,,,Sugar,Cream,Cardamom,,,,,,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",black,,,,,,,"
"," pods
","
","
","
","
","
",,
501,Thai Iced Tea,2015-09-03 02:59:28,12786,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,Highball glass,,Tea,,,,,,,Water,Condensed milk,Ice,Mint,,,,,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",1/4 cup Thai ,,,,,,,1/2 cup boiling ,2 tsp sweetened ," cubes
", , , , , ,
502,The Evil Blue Thing,2017-09-07 15:04:19,16271,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ojnpz71504793059.jpg,Old-fashioned glass,,Creme de Cacao,,,,,,,Blue Curacao,Light rum,,,,,,,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",1 1/2 oz ,,,,,,,1 oz ,1/2 oz , , , , , ,,
503,Thriller,2016-04-28 19:21:54,12388,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Cocktail glass,,Scotch,,,,,,,Wine,Orange juice,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 1/2 oz ,,,,,,,1 oz Green Ginger ,1 oz , , , , , ,,
504,Tia-Maria,2017-09-02 16:44:58,12856,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,Collins Glass,,Water,,,,,,,Brown sugar,Coffee,Rum,Vanilla extract,,,,,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",1 cup , ,,,,,,3/4-1 cup ,4 tsp ,1 cup ,4 tsp , , , , ,
505,Tom Collins,2015-08-18 15:21:22,12402,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,Collins glass,,Gin,,,,,,,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",2 oz , , ,,,,,1 oz ,1 tsp superfine ,3 oz ,1 ,1 , , , ,
506,Tomato Tang,2017-02-20 15:07:58,12726,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,Highball glass,,Tomato juice,,,,,,,Lemon juice,Celery salt,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",2 cups ,,,,,,,1-2 tblsp ,1 dash , , , , , ,,
507,Tommy's Margarita,2017-09-02 18:37:54,17216,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,Old-Fashioned glass,New Era Drinks,Tequila,,,,,,,Lime Juice,Agave syrup,,,,,,,Shake and strain into a chilled cocktail glass.,4.5 cl,,,,,,,1.5 cl,2 spoons,,, , ,,,
508,Turf Cocktail,2015-09-06 16:46:07,12418,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Cocktail glass,,Dry Vermouth,,,,,,,Gin,Anis,Bitters,Orange peel,,,,,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,1 oz , ,,,,,,1 oz ,1/4 tsp ,2 dashes ,Twist of , , , , ,
509,Turkeyball,2015-09-06 16:44:53,15006,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Shot glass,,Wild Turkey,,,,,,,Amaretto,Pineapple juice,,,,,,,Shake with ice and strain into a shot glass.,1 oz ,,,,,,,3/4 oz ,1 splash , , , , , ,,
510,Tuxedo Cocktail,2017-09-02 12:42:31,12420,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,Cocktail glass,Unforgettables,Dry Vermouth,,,,,,,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,1 1/2 oz , , ,,,,,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 , , , ,
511,Valencia Cocktail,2017-04-23 20:27:20,12434,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,Cocktail glass,,Apricot brandy,,,,,,,Orange juice,Orange bitters,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 tblsp ,2 dashes , , , , , ,,
512,Vampiro,2017-09-02 18:44:06,17217,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,Old-Fashioned glass,New Era Drinks,Tequila,,,,,,,Tomato Juice,Orange Juice,Lime Juice,Sugar Syrup,Salt,,,,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",6 cl,,,,,,,3 cl,3 cl,1.5 cl,1 dash,1 pinch, ,,,
513,Van Vleet,2017-04-23 20:29:31,12436,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,Old-fashioned glass,,Light rum,,,,,,,Maple syrup,Lemon juice,,,,,,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",3 oz ,,,,,,,1 oz ,1 oz , , , , , ,,
514,Vermouth Cassis,2015-09-06 16:51:14,12442,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,Highball glass,,Dry Vermouth,,,,,,,Creme de Cassis,Carbonated water,,,,,,,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",1 1/2 oz ,,,,,,,3/4 oz ,"
","
","
","
","
","
",,
515,Vesper,2017-09-02 18:48:34,17218,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,Cocktail glass,New Era Drinks,Gin,,,,,,,Vodka,Lillet Blanc,,,,,,,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",6 cl,,,,,,,1.5 cl,0.75 cl,,, , ,,,
516,Vesuvio,2017-04-23 20:36:43,12444,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,Old-fashioned glass,,Light rum,,,,,,,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",1 oz , ,,,,,,1/2 oz ,Juice of 1/2 ,1 tsp ,1 , , , , ,
517,Veteran,2017-04-23 20:37:36,12446,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,Old-fashioned glass,,Dark rum,,,,,,,Cherry brandy,,,,,,,,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,2 oz ,,,,,,,1/2 oz , , , , , ,,,
518,Victor,2017-04-23 20:40:16,12450,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,Cocktail glass,,Gin,,,,,,,Sweet Vermouth,Brandy,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1/2 oz ,1/2 oz , , , , , ,,
519,Victory Collins,2017-04-23 20:43:39,12452,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Collins glass,,Vodka,,,,,,,Lemon juice,Grape juice,Powdered sugar,Orange,,,,,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,1 1/2 oz , ,,,,,,3 oz ,3 oz unsweetened ,1 tsp ,1 slice , , , , ,
520,Vodka And Tonic,2017-09-07 22:41:40,12460,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Highball glass,,Vodka,,,,,,,Tonic water,,,,,,,,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",2 oz ,,,,,,,"
","
","
","
","
","
",,,
521,Vodka Fizz,2015-09-03 05:24:03,16967,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,White wine glass,,Vodka,,,,,,,Half-and-half,Limeade,Ice,Nutmeg,,,,,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",2 oz ,"
",,,,,,2 oz ,2 oz ,"
","
","
","
","
","
",
522,Vodka Martini,2015-08-18 15:02:08,14167,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,Cocktail glass,,Vodka,,,,,,,Dry Vermouth,Olive,,,,,,,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",1 1/2 oz ,,,,,,,3/4 oz ,1 , , , , , ,,
523,Vodka Russian,2016-02-03 15:58:49,15403,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,Collins Glass,,Vodka,,,,,,,Schweppes Russchian,,,,,,,,Mix it as a ordinary drink .,2 oz ,,,,,,,"
","
","
","
","
","
",,,
524,Waikiki Beachcomber,2015-09-02 16:43:03,12474,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Cocktail glass,,Triple sec,,,,,,,Gin,Pineapple juice,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",3/4 oz ,,,,,,,3/4 oz ,1 tblsp , , , , , ,,
525,Whiskey Sour,2017-09-02 12:45:25,12516,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,Old-fashioned glass,Unforgettables,Blended whiskey,,,,,,,Lemon,Powdered sugar,Cherry,Lemon,,,,,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",2 oz , ,,,,,,Juice of 1/2 ,1/2 tsp ,1 ,1/2 slice , , , , ,
526,Whisky Mac,2016-04-28 19:24:18,12518,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Collins Glass,,Scotch,,,,,,,Wine,,,,,,,,Pour both of the ingredients into a wine goblet with no ice.,1 1/2 oz ,,,,,,,1 oz Green Ginger , , , , , ,,,
527,White Lady,2017-09-02 12:49:52,17194,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,Cocktail glass,Unforgettables,Gin,,,,,,,Triple Sec,Lemon Juice,,,,,,,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,4cl,,,,,,,3cl,2cl,, , , , , ,
528,White Russian,2016-08-28 18:35:32,12528,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,Old-fashioned glass,,Vodka,,,,,,,Coffee liqueur,Light cream,,,,,,,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,2 oz ,,,,,,,1 oz ,"
","
","
","
","
","
",,
529,Whitecap Margarita,2015-09-02 17:00:22,16158,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Margarita/Coupette glass,,Ice,,,,,,,Tequila,Cream of coconut,Lime juice,,,,,,Place all ingredients in a blender and blend until smooth. This makes one drink.,1 cup ,,,,,,,2 oz ,1/4 cup ,3 tblsp fresh , , , , , ,
530,Wine Cooler,2016-09-08 15:16:50,13056,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,Collins Glass,,Red wine,,,,,,,Lemon-lime soda,Ice,,,,,,,Mix wine and soft drink. Pour into glass. Add ice.,2 oz white or ,,,,,,,5 oz ," cubes
","
","
","
","
","
",,
531,Wine Punch,2016-09-08 15:18:30,13058,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,Collins Glass,,Red wine,,,,,,,Lemon,Orange juice,Orange,Pineapple juice,,,,,Combine all of the ingredients and pour over a block of ice.,1 bottle , ,,,,,,2 ,1 cup ,3 ,1 cup , , , , ,
532,Yellow Bird,2017-09-02 18:53:31,17219,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,Cocktail glass,New Era Drinks,White Rum,,,,,,,Galliano,Triple Sec,Lime Juice,,,,,,Shake and strain into a chilled cocktail glass,3 cl,,,,,,,1.5 cl,1.5 cl,1.5 cl, , , , , ,
533,Yoghurt Cooler,2015-09-03 05:27:46,12728,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Highball Glass,,Yoghurt,,,,,,,Fruit,Ice,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",1 cup ,,,,,,,1 cup ,"
","
","
","
","
","
",,
534,Zambeer,2017-01-28 16:06:18,15933,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,Collins Glass,,Sambuca,,,,,,,Root beer,Ice,,,,,,,Mix sambuca with rootbeer and stir. Add ice,1 1/2 oz ,,,,,,,Add 10 oz ," cubes
","
","
","
","
","
",,
